alpha	beta
839423444	846406832
839986037	542966054
840280111	587434172
840343810	665301704
840641494	629228894
841518025	641017616
842004029	674115728
842561030	678064928
842717557	467957282
843314332	585025430
843325508	718563668
843504578	580540928
843803375	487512680
844329110	498201962
844778581	444705044
844789640	792597470
845461295	632005628
845481475	438118196
845627089	460487660
845895304	458598038
846086243	484427804
846099035	549756266
846228383	702463172
846442469	808682396
846796621	735057176
846851570	610320308
846994550	855956048
847015007	863430188
847330303	536081432
847643525	502836116
848754115	625699616
848775598	588478802
848924380	772068380
849176230	424686884
849564538	689707616
849677053	799872242
849736258	725775512
849740119	609702278
849963238	653527526
850157546	526121186
850235233	494732732
850460260	676088384
850695590	682788272
850767325	813135020
850919516	798929582
851032951	610467116
851064841	488886674
851098487	546210554
851138090	720688640
851481653	867303482
851745301	597762248
851760527	595137596
851947243	722853968
851967917	718711934
852573239	692487140
852763228	795009092
852923680	509904968
853484398	534214616
853546640	662966906
853618006	618116540
853647472	604076846
853739654	587853050
853919714	608452412
853979822	697303364
854632084	723658640
855250042	543025310
855572533	720740984
855778552	779412956
855827198	747214322
855842560	746127374
856078811	588983576
856169119	689170424
856221524	430946438
856253984	876510806
856602124	585389714
856620145	794042708
856812913	765344804
857292359	767660990
857484131	432281516
857573641	454563356
857608213	702403286
857624347	837698414
857710183	598243874
857811025	776749370
858378289	591013580
858467092	468523904
858511480	555387782
859190135	783454910
859471918	759431390
859544003	625227782
859612993	705201818
859642310	823488818
860063834	632498324
860158621	637729394
860166380	780865718
860424940	829619366
860597299	588029468
860597389	798738080
860861705	743893070
861679969	505180040
861693245	445589510
861895063	810199274
862348510	485891348
862655675	582738476
862765907	813362666
862768804	558246884
862966390	541656158
863035457	623160176
863044327	751731926
863086121	475805822
863756893	544129538
863783480	820421510
863959724	776737850
864125803	614001380
864242603	787189586
864273271	841539704
864529204	659283818
864573839	481440974
864841042	576242168
864942569	440747222
865584184	549647258
865832939	521501648
866080124	799710872
866232302	767911442
866280383	482838224
866367961	832661078
866677283	543946064
866717759	765389894
866816393	733038206
866834641	607656182
867088889	679923878
867551624	772984400
867560873	459501278
867777518	511058516
867912178	685261688
867914885	716600120
868126145	435357464
868308763	540893264
868331584	659614946
868516237	796484912
868664078	872400452
869569879	541719050
869958694	870269792
870079021	542850332
870084794	473695682
870204994	449933918
870966320	519443060
871188553	568896350
871781348	698421830
871784867	632896970
871824031	436584848
872049992	439615166
872269190	464511938
872541341	550616306
872672509	867558506
872738282	655535048
872943379	845899520
873067159	602619530
873070913	494486708
873398653	736577600
873423824	483733274
873696584	690090818
874141139	526288694
874248824	835108610
874378675	833963486
874652300	867204986
874985606	815242280
875039293	702673628
875374934	601988036
875519693	509350946
875640095	819573818
876305141	535140662
876583424	766782392
876747508	584459744
876910834	558272282
877063714	502875536
877106884	524284502
877572626	445284608
877711400	843095192
878041585	758133824
878323411	474721286
878337301	847152644
878814514	551458580
879272515	798928844
879373132	820665194
879565826	467663324
879899359	540783878
879928058	453781598
880050253	447246914
880467118	726801062
880724083	829707224
880928251	454143308
881164180	675506840
881605132	657605588
881750146	838501808
881789270	798039554
881879842	818242826
882341201	729439340
882807482	865793534
882866551	776340014
883080902	786213320
883147070	704898698
883202572	621492548
883255750	720038948
883361054	630220730
883548646	519252008
883871650	730969286
884782288	571591976
884800895	826076930
885248179	792818816
885439244	457421990
885439553	747351194
885514567	601823588
886312730	781844090
886584592	497592878
887015428	751679690
887563793	486780926
887614634	548206448
888075845	520711232
888210560	602773970
888637418	523833854
888867755	668572718
889130056	561831962
889197811	673013354
889454714	763498868
889708672	601092410
889785242	553320230
890167195	577273802
890293828	719486582
890432600	565189286
890564551	577179554
890761876	687490340
890821060	781847600
890914829	484594610
891052792	548552804
891163151	599304002
891165469	763313558
891262486	610058444
891365506	530810456
891507455	512537108
891677162	661537346
891816934	610819862
891962192	500092898
892183742	575313656
892522813	741496010
892842013	670966142
893328766	459329432
893594141	777152426
893816317	715094222
893913215	723811892
894463091	583171538
895118222	876195626
895132517	549122612
895164347	596747138
895269925	741767864
895349477	628518866
895745225	604894118
895921727	705433802
896361496	759036956
896397040	524214284
896477425	561817328
896595314	768755318
896864998	753654272
896883199	754727054
897176312	493242314
897178742	663804194
897528221	728908808
897951059	671934272
898096969	729211460
898344625	753837044
898709324	512578472
898813720	649083452
899147702	464751032
899323262	595506560
899330377	466150028
899604034	769146710
900005531	452372378
900057871	693064292
900084940	520347362
900168320	842251658
900379151	584584268
900815092	547235420
900823825	560165738
901566637	760053218
901631762	780241586
902566487	875328008
902571263	698716886
903055741	549372992
903185440	583026314
903264446	580109972
903427918	782933270
903640475	784964174
904366319	735339038
904543669	819603914
904581581	672345194
904604056	840683714
904852967	857682122
905098765	547976084
905197358	862055330
905616401	739817546
905684731	700007396
905754722	670206200
905942258	493617506
906549452	863521214
906858115	829048784
907425794	705739064
907757884	585522446
907771393	518493632
907813316	475904156
908160340	659733350
908191117	673460744
908259289	462101054
908396959	863057480
908635762	789840770
908851318	578493572
908945090	767457644
909098428	716310374
909452543	478649660
909684508	772218482
909708481	861534860
909784220	812327126
909889589	733904186
910001345	764356370
910179446	505174262
910442267	483606320
910465408	548329496
910487368	728588552
910834030	464762084
910848506	848520662
910853269	701941676
910906921	559137362
911260705	714746246
911339720	690862712
912073433	548788442
912214783	789440576
912307301	460884974
912414917	567808016
912623528	562972028
912819823	743546300
913165447	625243658
913435271	673971314
913696883	868088318
913976210	750571160
914782636	690074618
914790823	767567048
914811377	606906734
914860960	688262054
915368492	510720152
915398144	743253926
915567329	592607930
915609433	800445758
915960970	628869182
916460315	705210368
916518628	539001374
916658468	623699474
916667693	734929034
916687990	823007390
916872679	836261438
917379701	613202216
917814301	505849910
917824738	641292872
918084556	648462182
918255518	661702604
918394663	767281658
918677429	689735462
918935459	849036956
918973748	834595178
919294190	819034646
919366789	763932578
919459901	748312430
919508498	868293500
919578970	708835244
919900301	821406380
919978963	660611588
920022716	668816402
920041837	477424166
920138581	812748272
920176060	797278982
920348116	757631030
920491274	605608466
920589802	833292410
920803339	590668790
922056629	725087498
922954330	711298148
923033611	500111708
923129494	510462842
923396729	774737132
923589806	600836486
923834266	562818200
923874332	845647268
924107488	548596418
924124385	666005378
924362084	551431184
924379460	675755978
924511576	833116118
925038911	854729042
925878178	781578662
926130458	846120812
926206111	705992630
926302654	789816560
926601439	730990400
927608065	784743656
927998248	741518744
928071913	726872396
928164790	486391946
928735135	811410692
928782866	538779398
928853468	647653388
929179252	851680220
929186441	717000278
929259461	618286676
929362723	652604468
929457553	816732086
929719723	780114560
929825338	696865910
930096379	498181730
930276701	580983998
930323834	727307042
930551743	667172570
931988204	669274160
932171972	777003494
932402768	563963108
932484331	641899256
932564272	473729036
932737924	782211920
932754653	793735934
932811035	859976240
932836033	595087232
932944481	829512338
933219779	851280908
933779971	742077374
933858680	508098974
933926344	849658460
933942644	858481214
934035554	861488690
934532558	582351476
934577863	565060352
934711262	621555944
934777156	795928604
934882628	677808536
934987867	628905830
935053364	817672064
935820082	791968154
935869333	549883598
936099800	563655290
936156740	740607008
936236750	583140182
936241780	510193940
936366827	873360986
936570533	779832896
936883820	706300430
936959767	614240366
937162019	864319910
937425040	502247426
937449520	557371616
937554242	696230978
938173486	676490396
938333603	663226034
938675614	596972354
938819834	560863958
938855839	492168578
939085553	739632974
939236162	855598856
939320341	525155630
939325304	615944102
939491959	622033340
939742504	611538602
939776279	710346560
940084034	642160526
940087343	588583292
940308314	761274590
940450846	837083732
940587515	623725574
940611557	834136988
940719190	578602850
940772234	873963230
941169266	824924498
941177918	597184808
941345468	645383678
942007745	735992222
942204070	697861328
942295850	749411564
942531598	763257542
942741122	867413138
942789530	522182786
943062659	731890616
943116467	631883516
943510352	805621154
943534601	792352382
943890419	809235050
944667749	797033192
944682407	566954276
945119392	530019932
945560405	797078660
945563243	781522376
945903676	875591924
946261468	676186304
947245855	675858362
947601862	834060146
947710153	488793704
948322873	637157120
948369308	663927530
948438458	822625106
948535625	651984044
948734204	605049782
948868406	680773244
949024805	858147764
949032971	776098166
949595780	775871276
949638577	862582190
949688002	758391368
949768004	842201276
949935001	854001554
949991459	515949710
950084711	851550584
950300290	720652550
950440153	515402168
951448918	552753572
951801428	582712592
951805232	561395372
951825583	478821362
951850721	681627488
952088380	855541472
952227638	751102070
952279807	563545400
952789622	558451454
953018509	808247030
953196484	570562538
953538671	860648324
953804041	805457066
954492827	603564908
954663353	867312410
954829739	761977886
955201460	721349708
955476562	644274302
955771835	746785112
955798540	635033210
955883740	817464236
955979132	669986132
956189189	649371668
956277796	800729492
956433955	646361384
956491444	647556908
956788930	822127334
956826722	725836370
956955824	506483222
957121882	564834308
957126187	526971740
957451838	744165248
957508634	560119640
957550003	744811952
957598964	760645346
958046803	510591416
958194151	797087624
958263425	535637318
958754810	850401014
958874626	829843124
959075314	742704836
959843048	506154686
960428462	607824734
960565840	492871208
960729014	857313284
960755648	624727994
961089463	508519292
961742480	487852196
961769924	606791354
962305574	677101658
962518070	665542220
962803726	560367338
963104722	862580210
963215557	647713256
963905689	484458692
963992275	662221220
964209854	756730580
964562632	566388662
964708505	630998510
964724125	683540726
964757057	864360788
965026397	788497898
965197340	542568272
965218384	765221468
965274220	626683820
965375830	622694660
965637409	724848062
965665370	568235372
965697541	662035550
965825741	669736796
966030182	758938388
966603935	495982724
966632086	692376584
966706907	799970288
966711047	501275048
967048813	564003536
967168462	505380542
967178030	774754682
967322191	621258008
967377265	811738292
967484107	794973470
967638578	542459840
967686790	631386608
967918405	617702018
968737358	814367786
968970848	579918398
969074380	829966190
969139664	567057272
969291481	537719720
969516442	623263550
969526594	718245212
969635084	839095250
969815566	508493660
969824974	551000264
969867407	507566894
970201043	720796460
970332917	627085598
970784381	794250284
970790278	638895866
970815445	801630860
970959280	633169580
971083709	530037212
971434309	552340094
972404822	825894212
972483502	822837380
972550474	780964160
972656791	619576538
973149419	584141342
973287299	874555106
973453379	799380968
973720235	576648068
973890316	548145248
974087380	625077086
974090249	746096360
974206058	846262868
974261980	857705234
974377765	679282412
974540497	563449856
974984092	547014722
975169718	595918832
975337307	530265794
975597646	550521212
976046615	735216584
976096087	768518708
976246550	715926236
976543780	635233550
977000762	640566446
977562805	591482840
978835478	863400218
978937916	626394398
978983753	817808162
979172753	492548612
979309136	614249330
979490387	506644250
979581016	559138838
979733149	752006786
979894283	782661848
980199250	855570452
980344432	822435548
980469878	803711426
980474377	817645397
980496230	647596400
980533603	807382598
980544242	875590214
980545346	588052562
980710073	816283454
981286100	762527048
981389063	651403436
982130573	726718910
982177130	707713142
982187309	830986574
982303040	509682344
982645195	779227628
982780046	533346998
982946012	676289228
983382448	747805154
983690804	512434904
983692309	866777432
983834011	616238744
984066914	735469844
984487529	773972978
985090120	780142280
985132796	512281148
985138943	645181070
985391392	647033180
985403548	653204984
985548295	834475712
985830655	736792466
985941625	691779740
985981802	579564356
986402606	682828880
986771890	773027960
987205958	777675362
987290866	675010850
987795251	834841310
987842566	610541384
988408597	780948752
988632304	706005176
988731808	839610572
989539592	630954932
989702284	756603014
989953948	515190578
989969632	740767982
990078835	845882042
990243893	752513504
990276688	666267890
990662323	674809790
991407973	701552624
991705630	714339986
991873159	527839772
991957186	637924658
991982005	589878518
992266462	848556932
992471336	769795106
992730847	643259354
992769895	705890966
992854600	511771424
992936960	696501266
993181060	642233336
993281747	869316602
993333638	797083376
993481469	657590504
993654316	773145428
993892534	535560926
993949898	543049142
994449664	546169082
995028820	525535124
995279795	500067140
996033746	614248718
996261958	620867408
996869900	730854788
996913382	523019606
997197316	765077396
997669436	501911942
997775029	728764088
998183825	527684972
998706473	841940996
998750338	870549224
998794237	784214276
998890822	699065546
999017525	723688088
999100147	613834682
999728590	854538602
999902440	785098634
999961822	572526896
1000132153	610176290
1000223368	642440606
1000338853	680015426
1000654183	529932650
1001268554	775469030
1001511530	673022264
1001525482	520673684
1001732843	671881370
1002308848	829588676
1003582849	550227254
1003631611	547718090
1003804901	573213812
1003869890	554772308
1004084396	828318650
1004125136	647346704
1004267482	587913098
1004377154	829970348
1004588890	760093772
1004604101	629729528
1005134771	593332916
1005504130	618477404
1005752212	589476308
1006343107	850924094
1006365275	596172686
1006795841	870801206
1007534287	612094982
1007736317	789094598
1008013393	769359074
1008063998	604699754
1008410635	620294108
1008814981	608637092
1008873974	664786418
1008963352	672995120
1009793002	677064452
1009845727	804247718
1010143451	512032676
1010222621	727789514
1010533199	864816458
1010964328	548571740
1011182582	754700576
1011227507	663814022
1011297082	604622138
1011670168	768487316
1011846190	871895030
1011984842	581420336
1011998707	663583676
1012042771	791553488
1012086659	812626772
1012185536	819807728
1012443952	856219838
1012514992	547351952
1012645591	772362500
1012738294	642459830
1012767896	690223928
1012856234	850725230
1012945150	783813848
1014278647	589161434
1014280592	577606730
1014486722	626991134
1015416856	540705920
1015429630	522257270
1015540867	771652652
1016210399	807092906
1016415256	683869568
1016632714	624155828
1016634737	803171534
1016644703	588134498
1017016556	771006578
1017066431	826126178
1017073574	650436116
1017533452	748528502
1018086415	662197388
1018347962	844478150
1018714121	697042328
1019049103	684779180
1019111602	577638464
1019402488	633956792
1019563553	626833418
1019801765	676525586
1019981968	552115850
1020005285	685561064
1020256264	803387606
1021113443	695490692
1021155935	653906390
1021197506	746671928
1021206377	537832346
1021206961	704907140
1021529048	566178458
1021595297	578325182
1021694720	688165358
1021807516	641878250
1022525050	726183698
1022615683	682533752
1022821048	571743896
1022998100	753122696
1023534916	804454610
1023747853	529620710
1023845416	793471766
1024381004	818379842
1024415948	866010506
1025253653	551761268
1025330968	844747484
1026129578	568999220
1026228943	840561440
1026770980	700665332
1026892601	828625190
1028426513	629403440
1028450356	682278404
1028497870	548913776
1028680102	725671544
1028769100	826971872
1028827342	723281126
1029019871	553582220
1029331625	724114616
1029396425	738748976
1029548533	677873300
1029807355	550097312
1030486900	822746480
1030645688	713204096
1030896608	824016704
1031336648	764611808
1031434064	821004854
1031496475	822397298
1032296171	693347432
1032548603	588442784
1032570658	677128658
1032615745	810170906
1033271719	786825968
1033461931	557811500
1033525568	813774110
1033867730	794501186
1034111555	820102838
1034707603	683600990
1034879224	857110280
1034930125	725113688
1035047104	666184460
1035373154	591662984
1035448051	806073980
1035546008	824551646
1035842129	521861018
1035992314	532349816
1036409882	564258020
1036680452	810278798
1036932709	730993766
1037047409	741208280
1037081651	655281374
1037246353	752043128
1037328563	638569310
1037509336	532549436
1038054809	543984980
1038338561	865497632
1038338780	642487784
1039029767	720620492
1039330876	821249330
1039442534	853793834
1039818793	732055712
1039886953	665974418
1040224702	591409238
1040282491	691353590
1040303872	594670244
1040650973	563207000
1040675983	838609754
1040986478	721423688
1041135782	748791644
1041792184	531837410
1042329454	583626272
1042661324	550164560
1043196701	730445864
1043198092	808082330
1043296417	536985428
1043325167	571980776
1043451515	532975604
1043718134	612843044
1043750173	762699848
1044009689	525896924
1044032945	682068956
1044139622	666292748
1044407408	617338634
1044452531	602905514
1044472262	649254362
1044543131	858700004
1044751142	524834780
1044939797	566874644
1045119097	627711152
1045147448	756051764
1045313998	647760650
1045397867	744957752
1045793111	807180206
1046529985	632521796
1046799943	838622264
1048159552	597763418
1048193996	820662638
1048420858	803206346
1048592590	537036332
1048685584	537442232
1048792793	875327450
1048858027	538207214
1049007716	716726354
1049195420	628766114
1049487772	678278534
1049510027	689567990
1049715376	779394164
1049731159	818603096
1050278791	638457170
1050669233	751588466
1050706379	874287554
1050822811	646526066
1050930164	814429274
1050999521	781222280
1051023247	553546256
1051125295	808930004
1051393498	718037978
1051501828	634114454
1051576109	845599226
1052268847	633555554
1052457796	573822878
1052948473	806785142
1053309335	563191988
1053400214	770367218
1053462145	568147874
1054487770	814281386
1054687694	592421414
1054818085	744362114
1054994531	651768764
1055203922	604075010
1055590343	607763174
1055856182	584625632
1056060700	615556940
1056080864	754215728
1056409631	709373390
1056625876	790540646
1056776839	557320046
1056785380	533023142
1057068256	693526460
1057142530	605042006
1057542260	807204992
1057626341	596366852
1058385077	833020970
1058787524	855206780
1058928193	875553350
1058988122	584182724
1059104018	636419120
1059404326	579791444
1059463682	530772728
1059606662	754866626
1059915316	857629454
1060677340	712027382
1061334565	748890554
1061438024	629387474
1061576459	606199748
1061784820	848000984
1062089776	637174112
1062335498	566872772
1062973082	799721474
1063130438	697876052
1063238333	848099984
1063298987	563901080
1063915216	858753122
1064178542	831265088
1064551499	728893652
1064613812	601771586
1065279617	680272988
1065505723	594422330
1066207700	735085562
1066483745	705013034
1066687069	741443126
1067299747	842825192
1067420269	844546172
1067436274	689068130
1067475937	805800740
1067677540	713266520
1067805496	764337560
1067943463	792613598
1068010205	824854748
1068628931	831140636
1068831731	859629668
1070103490	547539440
1070540023	704971760
1071268108	686158502
1071571066	670856414
1071597742	798560168
1071652142	835626794
1071899098	540524462
1071954371	760375616
1072832287	780698966
1072851358	647505248
1072898279	783107528
1072936118	872127608
1073017009	742117136
1073879720	815541476
1073903465	873798584
1073974490	821347268
1074127376	796361342
1074131977	710146130
1074152131	577097762
1074271828	618233450
1074532016	594467330
1074756121	753459440
1074845953	873318758
1075404055	837065336
1075520003	690569312
1075737001	724975862
1076722921	691897460
1077659083	869545634
1077922364	871384820
1078710797	720812138
1078964017	609897110
1079008235	843445616
1079088896	789654452
1079120671	758722082
1079642530	806602298
1079724028	790025162
1080240257	750419906
1080494761	729836402
1080534059	592160702
1080582701	700226600
1080742940	753950786
1080758758	598628426
1081213867	617681534
1081967479	713742710
1081986314	709524482
1082029381	645812330
1082121484	717122012
1082230489	769291088
1082475305	861417338
1082712925	665959370
1082875459	749167826
1083104680	562591256
1083127549	871369646
1083374161	663622556
1083895796	583485296
1084080848	707904896
1084451948	747504428
1084607722	823779320
1084773356	713254514
1085966003	557206034
1085991226	846245012
1086127412	837745862
1086355696	546298502
1086512218	628042424
1086548269	787006202
1086744080	675092012
1087274873	633236288
1087334281	799394594
1087388335	554003780
1087427270	837614318
1087766603	570067826
1087829173	771591830
1087865789	618109448
1088860078	772152800
1089249650	797559656
1089807029	654850040
1090163185	751195760
1090433077	635628002
1090522237	848123204
1090546765	617234162
1091090855	717219284
1091418238	728636054
1091603600	607567262
1091892152	668354684
1091933572	582888830
1092006514	874273334
1092331807	597026534
1092386221	562092782
1092839821	718783376
1094120075	634832366
1094682115	639353786
1094865964	736344590
1095173872	599702702
1095221713	809442932
1095587605	568945652
1096094408	649023368
1096122811	766346540
1096131665	733345736
1096246363	847319918
1096255717	615659522
1096514831	764373740
1096637582	836369636
1096657850	810463136
1096759555	876237494
1096964495	791905298
1097481761	616007138
1097583895	590627102
1097787640	719329280
1097799737	681145826
1097956759	730860764
1098096256	694682078
1098354115	808909286
1098545656	821726546
1098778495	729608396
1098892819	868086590
1098971654	721524776
1099573067	645416024
1099649405	552527204
1099736465	648015350
1099907084	849239330
1100128877	722400692
1100262094	769472672
1100307025	820401890
1100673637	616365914
1100691922	872176676
1100702974	798236204
1101582184	841849610
1101596161	809814650
1101639827	790093058
1101816898	805595450
1101978059	706826822
1102753543	778370054
1103159363	632579108
1103938456	871665368
1104793804	772039706
1104797902	644000396
1104819272	755931650
1104964007	691841048
1105187356	557387456
1105223584	579710606
1105565440	864097412
1105677259	574606508
1106154469	641506046
1106617531	826775798
1107010913	853514384
1107236894	833097110
1107325535	763095812
1107551183	766582286
1107973796	616940060
1107994613	757821560
1108379060	710268386
1108682569	859132364
1108699228	680661482
1109058326	683700206
1109161811	788141984
1109477576	866514218
1109545340	826555532
1109549462	622695182
1109695321	825486494
1109828212	643325018
1109987543	713705774
1110074215	558037778
1110236233	640701734
1110585748	797257562
1110937604	789149912
1111141531	784766642
1111397834	639584456
1111428865	623381342
1111632887	681897686
1111747736	725655812
1112075398	664850930
1113916492	856467032
1114035946	782962394
1114135084	756503816
1114271437	665193812
1114293125	653197820
1114512509	816869318
1114681492	803585030
1114856239	726579680
1115042183	743389736
1115525561	652201214
1115590796	571092602
1115699519	667064948
1115984549	608468198
1116145153	728572802
1116571201	625271864
1117291585	861196244
1117474414	723328934
1117613317	843057824
1118009894	579288488
1118778841	782672324
1119228866	805754894
1119540211	589310384
1119565642	637516418
1120257989	858061166
1120484738	584598722
1120804607	792353732
1121603569	817500992
1122618902	860184230
1122850672	786319304
1122949802	677559596
1123084981	628894202
1123498013	644503406
1123549115	836077406
1123866844	750566192
1124035378	830090048
1124376287	804118334
1124929480	863551256
1125266782	605532992
1125886339	687942068
1126309945	620996630
1126768250	753084464
1127103727	756370076
1127110705	644403902
1127314834	827792042
1127339003	627833480
1127339615	767786558
1127623297	645927350
1127655106	821429096
1128127001	849840278
1128254977	876177734
1128321154	875517728
1128330683	623542910
1128779456	858917876
1128788837	626267210
1128970811	762477008
1128991097	865128272
1129424603	747408326
1129624648	649871636
1129916986	661044542
1130085307	712785020
1130260474	646746368
1130263504	647238884
1130544434	818832578
1130723758	866854742
1130765242	845934044
1131303073	700574162
1131307948	685804838
1131382960	777243218
1131388622	650890310
1131889360	600824894
1131950395	855518450
1132070923	857515208
1132426775	747562568
1132700288	867372530
1133111444	639550418
1133687923	806358866
1133737759	594350978
1133744180	697550396
1133764493	826122452
1133780734	799505888
1133925385	627362384
1134011369	747395744
1134132241	768899552
1134703501	787906256
1135383481	638731688
1135448219	715475408
1135657630	717503630
1135958960	855510530
1136128435	725763596
1136170345	725907236
1136173618	702106790
1136779343	573720854
1136997614	871492334
1137257279	659272928
1137438340	782260214
1137713204	630216374
1137878536	777016886
1138240109	575604194
1138779751	585012056
1138814602	799274948
1139004955	642053174
1139347103	768776900
1139625742	749785766
1139662837	706566182
1139765078	753207944
1139827283	871331702
1139847514	785487506
1139886788	835624616
1140146320	760327520
1140265564	611047796
1140320420	673091204
1140479722	692705588
1140596428	851915714
1140865766	853008458
1141175389	632939774
1141512652	681093968
1141684268	586946696
1141988276	614294132
1142031368	640107464
1143164273	629195828
1143229424	630564170
1143269992	660441362
1143622085	641611274
1143824242	603847130
1144325674	582994634
1144444810	669068888
1144551892	783625748
1144575883	713058584
1144939667	767322320
1145071805	861774818
1145170781	830475626
1145466917	745059092
1146158290	689857862
1146356843	736742102
1146529925	597241148
1146589573	868650260
1146800335	861002690
1147160017	810521024
1147446839	722070284
1147637108	693967082
1147785587	831710444
1147822544	595079168
1147998518	685233410
1148516477	714309800
1148542574	699496520
1148547952	836052062
1148921471	746266172
1149414742	585109778
1149899734	659288192
1150287112	696317810
1151662603	788293562
1152001268	651661160
1152303496	628979036
1152497734	807223208
1152987283	870422918
1153250969	749738408
1153548886	623389910
1153552540	595395644
1153610461	632649704
1153851260	629184704
1155660491	774941738
1155974555	646740644
1156038896	850468208
1156391197	717326258
1156412588	637677788
1156517210	715651268
1157087875	846218084
1157122367	608053784
1157424764	817055006
1157660849	818325356
1157866292	608183060
1158232504	666879890
1158560839	604668686
1158847433	763137500
1160015155	730397048
1160573219	730562396
1161189523	812038514
1161253897	625005302
1161635218	581638928
1161687850	750865928
1162079162	668222438
1162145756	811485752
1162181017	848789798
1163305699	705438356
1164116639	605201828
1164181391	595153886
1164736591	785259104
1164901981	632417126
1164951434	682691468
1165005061	839771528
1165057732	788454608
1166352415	604774868
1168534765	743843408
1168702022	717186722
1168728578	777416720
1169099176	792008798
1169135242	842488610
1169152621	842384480
1169370962	668185106
1169428292	753746432
1169558329	784585544
1169717402	653018342
1169825726	643834670
1169856118	822238106
1170164393	661082612
1170179947	661446518
1170716038	708142568
1171751702	774787118
1171760153	639234608
1171985801	788810414
1171993292	590410328
1172142655	712389614
1172440757	789877202
1172632132	683288672
1172647994	775300136
1173134566	765869216
1173142406	719093660
1173312350	703549796
1173522596	627053774
1174007704	638907638
1175230921	632548382
1175398816	875241554
1175479679	748678910
1176274103	711136418
1176475142	741613838
1176535631	801470714
1177166939	631227848
1177186193	621651002
1177235314	801484142
1177620121	667847426
1178073710	854588678
1178873242	736874978
1179155723	862195622
1179230362	602930912
1179311011	827277728
1179710420	835131128
1180062533	625631918
1180554199	655798388
1180877738	843081674
1181095769	831845066
1181627413	867666200
1182130862	858329888
1182848254	752341586
1182866602	636656162
1182883724	615948368
1183069216	655048544
1183344896	735574802
1183527964	860709380
1183657223	872099888
1184760227	814322372
1184928299	599261990
1185220831	610381328
1185434024	628816622
1185485510	734459756
1185683219	749447834
1185884254	758938064
1186082696	715510796
1186294589	612648266
1186838144	674229884
1187349449	844704896
1187635664	773705120
1187661451	703848290
1187898367	693343346
1187913376	695226128
1187961334	657300236
1189941164	733699382
1190076406	687828128
1190103680	712274702
1190150401	731837120
1190170525	865299362
1190416615	747024656
1190631050	851075924
1190750668	606374366
1190752261	791932262
1191373870	694180922
1191383251	643259588
1193047829	846402458
1193306668	606123410
1193467943	824635184
1194562670	859798724
1194868607	648644630
1195467934	819980276
1195511407	618065294
1195539458	619858058
1195657441	636004958
1195745060	849409556
1195749551	770143658
1196075777	851238824
1196118155	818602826
1196486642	743135216
1196564471	674551562
1196775010	752272160
1196881982	747467978
1196930779	730348592
1197058301	600483128
1197568961	644052542
1197850384	790359494
1198120742	646065464
1198229482	773584556
1198608256	764482100
1198675550	731757974
1198985849	816052694
1199832083	640722992
1200363491	619082600
1200766346	835778084
1201049570	792996530
1201365574	651757694
1202427329	617401742
1203405382	635069246
1203645988	840979094
1203909416	859931708
1203927026	826973348
1204094471	639862268
1204307479	759310484
1204308554	823518680
1204365652	739157774
1204562990	849466040
1204703060	827747996
1204818338	619605122
1205015128	789553598
1205056016	641255396
1205336194	866094962
1205585413	866664446
1205916802	675300812
1206131596	783684734
1207404284	850245872
1209236093	696283520
1209383362	644021258
1209684671	846824702
1209726071	691494350
1210942118	701051972
1210969280	643211978
1211362439	674383946
1211580898	608382590
1212194009	809766068
1212196798	648507668
1212549983	836774132
1212705613	648325688
1212718739	808033118
1212835859	779337662
1213119602	618252458
1213199557	753686114
1213811747	628527794
1214124311	676052114
1214390131	620043350
1214576237	738841766
1214793082	678485678
1214940235	766586606
1214992111	714532442
1215006514	795832214
1215101095	741411302
1215571130	717596852
1215673634	664379168
1215694195	793541732
1215820513	712345622
1215984041	859881848
1217065268	830842592
1217531773	845867858
1217962090	634032968
1218626833	708595430
1219161496	775103378
1219251094	816852128
1221836155	764223224
1222152217	813123230
1222500454	766045256
1222996822	875545106
1223192945	810512294
1223957186	627580040
1223964914	695548904
1224745810	738703796
1224979582	720206312
1225058072	615264206
1225071985	771638864
1225127764	800123000
1225365041	663534122
1225749568	755386106
1225757878	826412990
1226010092	745739978
1226026018	862048670
1226423158	669456734
1226440954	674459762
1227661801	759751376
1228196537	633152750
1228492310	756021542
1228553990	839666984
1228935389	642586802
1230547495	832079498
1230632417	663998882
1230779332	781415762
1230966016	627195020
1231057841	737289536
1231286881	795398972
1231415185	720178556
1231855958	713828066
1232687888	855932486
1232750531	792861584
1232923150	645168596
1232953423	656632418
1233133651	624321842
1233818161	867888428
1233838640	857001146
1234227131	627001664
1234830265	664044926
1234866628	860249372
1234971485	826841102
1235321744	814227242
1235625649	801741560
1235955481	742909064
1236274417	661287092
1236863623	754671434
1237114991	802449014
1237484717	662974556
1237700512	864831272
1237788602	864874274
1238293099	769790282
1238749322	802256468
1239173543	739775120
1239396650	734757566
1239421550	629447684
1239611270	757642100
1239728242	632823026
1239961174	826130246
1239977294	684150206
1240180864	833221130
1240265384	812330708
1240716260	720808484
1240841548	757763654
1241011115	642147368
1241422192	689736596
1242175298	729509558
1243329143	803514506
1243507777	738767966
1243627760	679825400
1244148038	645964178
1244590781	746448782
1245128023	730317974
1245204124	665664080
1245255281	826920752
1245396584	805809128
1245467098	834468350
1245862664	631702850
1245863411	713541020
1246051022	852046700
1246129874	665292758
1247422381	837579272
1247640626	645892628
1247900695	695042240
1247981263	763945790
